Name,Rank,Year,Company Founded,Company Name,Company Relationship,Company Sector,Company Type,Demographics Age,Demographics Gender,Location Citizenship,Location Country Code,Location GDP,Location Region,Wealth Type,Wealth Worth In Billions,Wealth How Category,Wealth How From Emerging,Wealth How Industry,Wealth How Inherited,Wealth How Was Founder,Wealth How Was Political,Company Nmae
Benjamin de Rothschild,490,2001,1953,Edmond de Rothschild Group,relation,banking,new,0,male,Switzerland,CHE,279000000000.0,Europe,inherited,1.0,Financial,True,Money Management,5th generation or longer,True,True,Edmond de Rothschild Group
Bruce Kovner,490,2001,1983,Caxton Associates,founder,commodities trading,new,55,male,United States,USA,10600000000000.0,North America,self-made finance,1.0,Financial,True,Hedge funds,not inherited,True,True,Caxton Associates
Charles Simonyi,490,2001,1975,Microsoft,head of Microsoft's application software group,software,new,53,male,United States,USA,10600000000000.0,North America,executive,1.0,New Sectors,True,Technology-Computer,not inherited,True,True,Microsoft
Chey Tae-Won,490,2001,1958,SK Corporation,chariman,"petrochemicals, textiles",new,40,male,South Korea,KOR,533000000000.0,East Asia,inherited,1.0,Traded Sectors,True,Consumer,father,True,True,SK Corporation
David Filo,490,2001,1994,Yahoo!,founder,software,new,34,male,United States,USA,10600000000000.0,North America,founder non-finance,1.0,New Sectors,True,Technology-Computer,not inherited,True,True,Yahoo!
Dean White,490,2001,1935,Whiteco Industries,relation,advertising,new,77,male,United States,USA,10600000000000.0,North America,inherited,1.0,Financial,True,Real Estate,father,True,True,Whiteco Industries
Donald Schneider,490,2001,1935,Schneider National,relation,trucking,new,65,male,United States,USA,10600000000000.0,North America,inherited,1.0,Financial,True,Other,father,True,True,Schneider National
Dorrance Hill Hamilton,490,2001,1869,Campbell Soup,relation,soup,aquired,0,female,United States,USA,10600000000000.0,North America,inherited,1.0,Traded Sectors,True,Consumer,3rd generation,True,True,Campbell Soup
Ernestina Herrera de Noble,490,2001,1945,Grupo Clarin,relation,media,new,0,female,Argentina,ARG,269000000000.0,Latin America,inherited,1.0,Non-Traded Sectors,True,Media,spouse/widow,True,True,Grupo Clarin
Esther Koplowitz,490,2001,1952,Construcciones y Contratas,relation,construction,aquired,50,female,Spain,ESP,626000000000.0,Europe,inherited,1.0,Non-Traded Sectors,True,Constrution,father,True,True,Construcciones y Contratas
Frank Levinson,490,2001,1988,Finisar,founder,data storage,new,0,male,United States,USA,10600000000000.0,North America,founder non-finance,1.0,New Sectors,True,Technology-Computer,not inherited,True,True,Finisar
Gabriel Escarrer,490,2001,1956,Melia Hotels International,founder,hotels,new,66,male,Spain,ESP,626000000000.0,Europe,founder non-finance,1.0,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True,Melia Hotels International
George Ying Chow Lien,490,2001,1949,Overseas Chinese Union Bank,founder,banking,new,0,male,Singapore,SGP,89285087395.0,East Asia,self-made finance,1.0,Financial,True,Money Management,not inherited,True,True,Overseas Chinese Union Bank
Gerald Cadogan,490,2001,1712,Cadogan Estates,relation,real estate,new,0,male,United Kingdom,GBR,1530000000000.0,Europe,inherited,1.0,Financial,True,Real Estate,5th generation or longer,True,True,Cadogan Estates
German Larrea Mota Velasco,490,2001,1978,Grupo Mexio,founder,copper,new,47,male,Mexico,MEX,725000000000.0,Latin America,privatized and resources,1.0,Resource Related,True,Mining and metals,not inherited,True,True,Grupo Mexio
Hope Hill Van Beuren,490,2001,1869,Campbell Soup,relation,soup,aquired,55,female,United States,USA,10600000000000.0,North America,inherited,1.0,Traded Sectors,True,Consumer,3rd generation,True,True,Campbell Soup
Jacob and Yehudith Richter,490,2001,1992,Medinol,founder,pharmaceuticals,new,0,married couple,Israel,ISR,130000000000.0,Middle East/North Africa,founder non-finance,1.0,New Sectors,True,Technology-Medical,not inherited,True,True,Medinol
Jacques Servier,490,2001,1954,Laboratories Servier,founder,pharmaceuticals,new,0,male,France,FRA,1380000000000.0,Europe,self-made finance,1.0,Financial,True,Diversified financial,not inherited,True,True,Laboratories Servier
James France,490,2001,1947,NASCAR,relation,sports,new,56,male,United States,USA,10600000000000.0,North America,inherited,1.0,Financial,True,Other,father,True,True,NASCAR
Jerome Kohlberg,490,2001,1976,Kohberg Kravis Roberts & Co,founder,private equity,new,75,male,United States,USA,10600000000000.0,North America,self-made finance,1.0,Financial,True,Private equity/leveraged buyout,not inherited,True,True,Kohberg Kravis Roberts & Co
Jerry Yang,490,2001,1994,Yahoo!,founder,software,new,32,male,United States,USA,10600000000000.0,North America,founder non-finance,1.0,New Sectors,True,Technology-Computer,not inherited,True,True,Yahoo!
John Doerr,490,2001,1972,Kleinter Perkins Caufield & Byers,employee,venture capitalist,new,50,male,United States,USA,10600000000000.0,North America,self-made finance,1.0,Financial,True,Venture Capital,not inherited,True,True,Kleinter Perkins Caufield & Byers
John Todd,490,2001,1929,Todd Energy,relation,oil,new,0,male,New Zealand,NZL,53872593337.0,North America,inherited,1.0,Resource Related,True,Energy,3rd generation,True,True,Todd Energy
Julian Robertson,490,2001,1980,Tiger Management Corp,founder,hedge funds,new,69,male,United States,USA,10600000000000.0,North America,self-made finance,1.0,Financial,True,Hedge funds,not inherited,True,True,Tiger Management Corp
Lee Hon Chiu,490,2001,1920,Hysan Development,relation,real estate,new,0,male,Hong Kong,HKG,169000000000.0,East Asia,inherited,1.0,Financial,True,Real Estate,father,True,True,Hysan Development
Malcolm Green Chace III,490,2001,1984,First Allied Corporation,founder,"investments/real estate, sports teams",new,0,male,United States,USA,10600000000000.0,North America,founder non-finance,1.0,Traded Sectors,True,Consumer,not inherited,True,True,First Allied Corporation
Mark Dixon,490,2001,1989,Regus,founder,business centers,new,0,male,United Kingdom,GBR,1530000000000.0,Europe,founder non-finance,1.0,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True,Regus
Michael Lee-Chin,490,2001,1950,Otto Group,relation,mail order retail,new,50,male,Canada,CAN,733000000000.0,North America,inherited,1.0,Financial,True,Hedge funds,father,True,True,Otto Group
Norman Waitt,490,2001,1985,Gateway,founder,computers,new,0,male,United States,USA,10600000000000.0,North America,founder non-finance,1.0,Non-Traded Sectors,True,Media,not inherited,True,True,Gateway
Onsi Sawiris,490,2001,1950,Orascom,founder,construction,new,71,male,Egypt,EGY,97600000000.0,Middle East/North Africa,founder non-finance,1.0,Non-Traded Sectors,True,Constrution,not inherited,True,True,Orascom
Pincus Green,490,2001,1974,Glencore,founder,oil,new,65,male,Switzerland,CHE,279000000000.0,Europe,privatized and resources,1.0,Resource Related,True,Energy,not inherited,True,True,Glencore
Scott Kriens,490,2001,1996,Juniper Networks,CEO,networking equipment,new,0,male,United States,USA,10600000000000.0,North America,executive,1.0,New Sectors,True,Technology-Computer,not inherited,True,True,Juniper Networks
Sheldon Adelson,490,2001,1988,Las Vegas Sands,founder, casinos, acquired,67,male,United States,USA,10600000000000.0,North America,self-made finance,1.0,Financial,True,Real Estate,not inherited,True,True,Las Vegas Sands
Shoji Uehara,490,2001,1912,Taisho Pharmaceutical,relation,pharmaceuticals,new,0,male,Japan,JPN,4160000000000.0,East Asia,inherited,1.0,New Sectors,True,Technology-Medical,father,True,True,Taisho Pharmaceutical
Thomas Bailey,490,2001,1969,Janus Capital Group,founder,mutual funds,new,64,male,United States,USA,10600000000000.0,North America,self-made finance,1.0,Financial,True,Money Management,not inherited,True,True,Janus Capital Group
Toichi Takenaka,490,2001,1610,Takenaka Corporation,relation,construction,new,58,male,Japan,JPN,4160000000000.0,East Asia,inherited,1.0,Non-Traded Sectors,True,Constrution,5th generation or longer,True,True,Takenaka Corporation
Tom Gores,490,2001,1995,Platinum Equity,founder,private equity,new,36,male,United States,USA,10600000000000.0,North America,self-made finance,1.0,Financial,True,Private equity/leveraged buyout,not inherited,True,True,Platinum Equity
Vinod Khosla,490,2001,1982,Sun Microsystems,founder,software,new,46,male,United States,USA,10600000000000.0,North America,self-made finance,1.0,Financial,True,Venture Capital,not inherited,True,True,Sun Microsystems
Wee Cho Yaw,490,2001,1935,United Overseas Bank,relation,banking,new,72,male,Singapore,SGP,89285087395.0,East Asia,inherited,1.0,Financial,True,Money Management,father,True,True,United Overseas Bank
William France Jr,490,2001,1947,NASCAR,relation,sports,new,68,male,United States,USA,10600000000000.0,North America,inherited,1.0,Financial,True,Other,father,True,True,NASCAR
William Hearst III,490,2001,1887,Hearst Corporation,relation,media,new,51,male,United States,USA,10600000000000.0,North America,inherited,1.0,Non-Traded Sectors,True,Media,3rd generation,True,True,Hearst Corporation
"Austen Cargill, II.",506,2014,1865,Cargill,relation,food processing/commodities,new,63,male,United States,USA,0.0,North America,inherited,3.2,Financial,True,Money Management,3rd generation,True,True,Cargill
Christoffel Wiese,506,2014,1979,Shoprite,Exectuitve Director,consumer retail,aquired,72,male,South Africa,ZAF,0.0,Sub-Saharan Africa,executive,3.2,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True,Shoprite
Desh Bandhu Gupta,506,2014,1968,Lupin Limited,founder,pharmaceuticals,new,76,male,India,IND,0.0,South Asia,founder non-finance,3.2,New Sectors,True,Technology-Medical,not inherited,True,True,Lupin Limited
Frederick Smith,506,2014,1971,FedEx,founder,shipping,new,69,male,United States,USA,0.0,North America,founder non-finance,3.2,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True,FedEx
George Lindemann,506,2014,1972,"Vision Cable, Metro Mobile, Southern Union",Chairman and Chief Executive Officer,"media, pipelines",new,77,male,United States,USA,0.0,North America,self-made finance,3.2,Financial,True,Diversified financial,not inherited,True,True,"Vision Cable, Metro Mobile, Southern Union"
Gianluigi Aponte,506,2014,1970,MSC,founder,shipping,new,0,male,Switzerland,CHE,0.0,Europe,founder non-finance,3.2,Financial,True,Other,not inherited,True,True,MSC
Heidi Horten,506,2014,1936,Horten AG,relation,retail,new,73,female,Austria,AUT,0.0,Europe,inherited,3.2,Non-Traded Sectors,True,"Retail, Restaurant",spouse/widow,True,True,Horten AG
Issad Rebrab,506,2014,1971,CEVITAL,founder,"manufacturing (agriculture, steel, electronics)",new,70,male,Algeria,DZA,0.0,Middle East/North Africa,founder non-finance,3.2,Traded Sectors,True,Consumer,not inherited,True,True,CEVITAL
"James Cargill, II.",506,2014,1865,Cargill,relation,food processing/commodities,new,64,male,United States,USA,0.0,North America,inherited,3.2,Financial,True,Money Management,3rd generation,True,True,Cargill
"Julian Robertson, Jr.",506,2014,1980,Tiger Management Corp,founder,hedge funds,new,82,male,United States,USA,0.0,North America,self-made finance,3.2,Financial,True,Hedge funds,not inherited,True,True,Tiger Management Corp
Liu Yonghao,506,2014,1982,New Hope Group,founder,animal feed,new,62,male,China,CHN,0.0,East Asia,founder non-finance,3.2,Traded Sectors,True,Consumer,not inherited,True,True,New Hope Group
Lu Xiangyang,506,2014,1995,BYD,vice chairman,automobiles,new,51,male,China,CHN,0.0,East Asia,executive,3.2,Traded Sectors,True,Consumer,not inherited,True,True,BYD
Marianne Liebmann,506,2014,1865,Cargill,relation,food processing/commodities,new,60,female,United States,USA,0.0,North America,inherited,3.2,Financial,True,Money Management,3rd generation,True,True,Cargill
Rafaela Aponte,506,2014,1970,MSC,founder,shipping,new,0,female,Switzerland,CHE,0.0,Europe,founder non-finance,3.2,Financial,True,Other,not inherited,True,True,MSC
Spiro Latsis,506,2014,1938,EFG International,relation,shipping,new,67,male,Greece,GRC,0.0,Europe,inherited,3.2,Financial,True,Money Management,father,True,True,EFG International
Victor Pinchuk,506,2014,1983,Interpipe,founder,pipelines,new,53,male,Ukraine,UKR,0.0,Europe,privatized and resources,3.2,Resource Related,True,Non-consumer industrial,not inherited,True,True,Interpipe
Alexander Svetakov,520,2014,1993,Absolut,owner,"banking, real estate",new,46,male,Russia,RUS,0.0,Europe,self-made finance,3.1,Financial,True,Money Management,not inherited,True,True,Absolut
Andre Esteves,520,2014,2008,BTG Pactual,founder,banking,new,45,male,Brazil,BRA,0.0,Latin America,self-made finance,3.1,Financial,True,Money Management,not inherited,True,True,BTG Pactual
Anthony Pritzker,520,2014,1957,Hyatt,relation,hotels,aquired,53,male,United States,USA,0.0,North America,inherited,3.1,Financial,True,Real Estate,father,True,True,Hyatt
Antonio Ermirio de Moraes,520,2014,1919,Votorantim Group,relation,"metals, paper, cement",new,85,male,Brazil,BRA,0.0,Latin America,inherited,3.1,Financial,True,Diversified financial,father,True,True,Votorantim Group
Archie Aldis Emmerson,520,2014,1949,Sierra Pacific Industries,founder,"lumber, real estate",new,84,male,United States,USA,0.0,North America,privatized and resources,3.1,Resource Related,True,Mining and metals,not inherited,True,True,Sierra Pacific Industries
Daniel D'Aniello,520,2014,1987,Carlyle Group,founder,private equity,new,67,male,United States,USA,0.0,North America,self-made finance,3.1,Financial,True,Private equity/leveraged buyout,not inherited,True,True,Carlyle Group
David Azrieli,520,2014,1985,Azrieli Group,founder,shopping centers,new,91,male,Canada,CAN,0.0,North America,self-made finance,3.1,Financial,True,Real Estate,not inherited,True,True,Azrieli Group
David Rubenstein,520,2014,1987,Carlyle Group,founder,private equity,new,64,male,United States,USA,0.0,North America,self-made finance,3.1,Financial,True,Private equity/leveraged buyout,not inherited,True,True,Carlyle Group
Eddie & Sol Zakay,520,2014,0,Topland Group,founder,real estate,new,63,male,United Kingdom,GBR,0.0,Europe,self-made finance,3.1,Financial,True,Real Estate,not inherited,True,True,Topland Group
Ermirio Pereira de Moraes,520,2014,1919,Votorantim Group,relation,"metals, paper, cement",new,81,male,Brazil,BRA,0.0,Latin America,inherited,3.1,Financial,True,Diversified financial,father,True,True,Votorantim Group
Hans Peter Wild,520,2014,1931,?Rudolf WILD GmbH & Co. KG,relation,natural flavors,new,72,male,Germany,DEU,0.0,Europe,inherited,3.1,Traded Sectors,True,Consumer,father,True,True,Rudolf WILD GmbH & Co. KG
Isaac Perlmutter,520,2014,1998,Marvel Entertainment,CEO,media,aquired,71,male,United States,USA,0.0,North America,executive,3.1,Non-Traded Sectors,True,Media,not inherited,True,True,Marvel Entertainment
James Jannard,520,2014,1975,"Oakley, Inc",founder,apparel and eyewear,new,64,male,United States,USA,0.0,North America,founder non-finance,3.1,Traded Sectors,True,Consumer,not inherited,True,True,"Oakley, Inc"
Jay Robert (J.B.) Pritzker,520,2014,1957,Hyatt,relation,hotels,aquired,49,male,United States,USA,0.0,North America,inherited,3.1,Financial,True,Real Estate,father,True,True,Hyatt
"Jeremy Jacobs, Sr.",520,2014,1915,Delaware North Companies,relation,hospitality and food service,new,74,male,United States,USA,0.0,North America,inherited,3.1,Traded Sectors,True,Consumer,father,True,True,Delaware North Companies
Judy Faulkner,520,2014,1979,Epic Systems,founder,healthcare management,new,70,female,United States,USA,0.0,North America,founder non-finance,3.1,New Sectors,True,Technology-Medical,not inherited,True,True,Epic Systems
Maria Helena Moraes Scripilliti,520,2014,1919,Votorantim Group,relation,"metals, paper, cement",new,83,female,Brazil,BRA,0.0,Latin America,inherited,3.1,Financial,True,Diversified financial,father,True,True,Votorantim Group
Mohamed Mansour,520,2014,1952,Mansour Group,relation,automobiles,new,66,male,Egypt,EGY,0.0,Middle East/North Africa,inherited,3.1,Financial,True,Diversified financial,father,True,True,Mansour Group
Mohammed Al Issa,520,2014,1979,Savola Group,shareholder,food processing,new,89,male,Saudi Arabia,SAU,0.0,Middle East/North Africa,inherited,3.1,Financial,True,Diversified financial,not inherited,True,True,Savola Group
Najib Mikati,520,2014,1982,Investcom,founder,telecommunications,new,58,male,Lebanon,LBN,0.0,Middle East/North Africa,privatized and resources,3.1,Non-Traded Sectors,True,Media,not inherited,True,True,Investcom
Peter Kellogg,520,2014,1931,"Spear, Leeds & Kellogg",relation,investment banking,new,71,male,United States,USA,0.0,North America,inherited,3.1,Financial,True,Diversified financial,father,True,True,"Spear, Leeds & Kellogg"
Roger Wang,520,2014,1992,Golden Eagle International Group,founder,retail,new,65,male,United States,USA,0.0,North America,founder non-finance,3.1,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True,Golden Eagle International Group
Shi Yuzhu,520,2014,2005,Giant Interactive,founder,software,new,51,male,China,CHN,0.0,East Asia,founder non-finance,3.1,New Sectors,True,Technology-Computer,not inherited,True,True,Giant Interactive
Stanley Druckenmiller,520,2014,1981,Duquesne Capital,founder,hedge funds,new,60,male,United States,USA,0.0,North America,self-made finance,3.1,Financial,True,Hedge funds,not inherited,True,True,Duquesne Capital
Stelios Haji-Ioannou,520,2014,1995,Easy Jet,founder,airline,new,47,male,Cyprus,CYP,0.0,Europe,founder non-finance,3.1,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True,Easy Jet
Syed Mokhtar AlBukhary,520,2014,1911,MMC Corp./DRBHicom,owner,"rice trading, mining, infrastructure",privatization,62,male,Malaysia,MYS,0.0,East Asia,privatized and resources,3.1,Financial,True,Diversified financial,not inherited,True,True,MMC Corp./DRBHicom
Taha Mikati,520,2014,1982,Investcom,founder,telecommunications,new,69,male,Lebanon,LBN,0.0,Middle East/North Africa,privatized and resources,3.1,Non-Traded Sectors,True,Media,not inherited,True,True,Investcom
Theo Mueller,520,2014,1896,Muller,relation,dairy products,new,74,male,Germany,DEU,0.0,Europe,executive,3.1,Traded Sectors,True,Consumer,not inherited,True,True,Muller
Wang Yung-Tsai,520,2014,1954,Formosa Plastics,founder,petrochemicals,new,93,male,Taiwan,Taiwan,0.0,East Asia,founder non-finance,3.1,Traded Sectors,True,Non-consumer industrial,not inherited,True,True,Formosa Plastics
"William Conway, Jr.",520,2014,1987,Carlyle Group,founder,private equity,new,64,male,United States,USA,0.0,North America,self-made finance,3.1,Financial,True,Private equity/leveraged buyout,not inherited,True,True,Carlyle Group
Yitzhak Tshuva,520,2014,1992,El-Ad Group,founder and chairman,real estate,new,65,male,Israel,ISR,0.0,Middle East/North Africa,self-made finance,3.1,Financial,True,Real Estate,not inherited,True,True,El-Ad Group
Alexander Nesis,551,2014,1991,ICT Group,founder,private equity,new,51,male,Russia,RUS,0.0,Europe,privatized and resources,3.0,Resource Related,True,Mining and metals,not inherited,True,True,ICT Group
"Amos Hostetter, Jr.",551,2014,1964,Continental Cablevision,founder,media,new,77,male,United States,USA,0.0,North America,founder non-finance,3.0,Non-Traded Sectors,True,Media,not inherited,True,True,Continental Cablevision
Anthony Pratt,551,2014,1948,Pratt Industries/Visy Industries,relation,paper,new,53,male,Australia,AUS,0.0,North America,inherited,3.0,Traded Sectors,True,Consumer,father,True,True,Pratt Industries/Visy Industries
Brian Acton,551,2014,2009,WhatsApp,founder,software,new,42,male,United States,USA,0.0,North America,founder non-finance,3.0,New Sectors,True,Technology-Computer,not inherited,True,True,WhatsApp
Edward Lampert,551,2014,1988,ESL Investment,founder,investment banking,new,51,male,United States,USA,0.0,North America,founder non-finance,3.0,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True,ESL Investment
Fred DeLuca,551,2014,1965,Subway,founder,restaurant,new,66,male,United States,USA,0.0,North America,founder non-finance,3.0,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True,Subway
Friedhelm Loh,551,2014,1961,Loh Group,relation,industrial software,new,67,male,Germany,DEU,0.0,Europe,inherited,3.0,Traded Sectors,True,Non-consumer industrial,father,True,True,Loh Group
H. Fisk Johnson,551,2014,1886,S. C. Johnson & Son,relation,cleaning supplies,new,55,male,United States,USA,0.0,North America,inherited,3.0,Traded Sectors,True,Consumer,5th generation or longer,True,True,S. C. Johnson & Son
Harry Stine,551,2014,1965,The Stine Seed Group,founder,seeds,new,72,male,United States,USA,0.0,North America,founder non-finance,3.0,Traded Sectors,True,Consumer,not inherited,True,True,The Stine Seed Group
Helen Johnson-Leipold,551,2014,1886,S. C. Johnson & Son,relation,cleaning supplies,new,57,female,United States,USA,0.0,North America,inherited,3.0,Traded Sectors,True,Consumer,5th generation or longer,True,True,S. C. Johnson & Son
Husnu Ozyegin,551,2014,1987,FIBA Holding,founder,finance,new,69,male,Turkey,TUR,0.0,Middle East/North Africa,self-made finance,3.0,Financial,True,Money Management,not inherited,True,True,FIBA Holding
Imogene Powers Johnson,551,2014,1886,S. C. Johnson & Son,relation,cleaning supplies,new,84,female,United States,USA,0.0,North America,inherited,3.0,Traded Sectors,True,Consumer,4th generation,True,True,S. C. Johnson & Son
James Leprino,551,2014,1950,Leprino Foods,relation and chairman,cheese,new,76,male,United States,USA,0.0,North America,inherited,3.0,Traded Sectors,True,Consumer,father,True,True,Leprino Foods
Jerry Jones,551,2014,1970,Jones Oil and Land Lease,founder,oil and gas,new,71,male,United States,USA,0.0,North America,founder non-finance,3.0,Financial,True,Other,not inherited,True,True,Jones Oil and Land Lease
John Catsimatidis,551,2014,1971,Gristedes Foods,founder,groceries,new,65,male,United States,USA,0.0,North America,privatized and resources,3.0,Resource Related,True,Energy,not inherited,True,True,Gristedes Foods
John Paul DeJoria,551,2014,1980,John Paul Mitchell Systems/Patron Spirits Company,founder,hair care products/tequila,new,70,male,United States,USA,0.0,North America,founder non-finance,3.0,Traded Sectors,True,Consumer,not inherited,True,True,John Paul Mitchell Systems/Patron Spirits Company
Kerr Neilson,551,2014,1994,Platinum Asset Management,founder,asset management,new,64,male,Australia,AUS,0.0,North America,self-made finance,3.0,Financial,True,Diversified financial,not inherited,True,True,Platinum Asset Management
Kushal Pal Singh,551,2014,1946,DLF Limited,relation and chairman,real estate,new,82,male,India,IND,0.0,South Asia,inherited,3.0,Financial,True,Real Estate,father,True,True,DLF Limited
Lawrence Ho,551,2014,1962,"Sociedade de Turismo e Divers?es de Macau, SA",relation,real estate,new,37,male,Hong Kong,HKG,0.0,East Asia,inherited,3.0,Financial,True,Real Estate,father,True,True,"Sociedade de Turismo e Diverses de Macau, SA"
Lu Zhiqiang,551,2014,1985,Oceanwide Group of Beijing,chairman,"real estate, financial services and computers",new,61,male,China,CHN,0.0,East Asia,self-made finance,3.0,Financial,True,Diversified financial,not inherited,True,True,Oceanwide Group of Beijing
Michel Leclercq,551,2014,1976,Oxylane,founder,sports equipment,new,74,male,France,FRA,0.0,Europe,founder non-finance,3.0,Traded Sectors,True,Consumer,not inherited,True,True,Oxylane
Paul Ramsay,551,2014,1964,Ramsay Health Care,founder,hospitals,new,78,male,Australia,AUS,0.0,North America,founder non-finance,3.0,New Sectors,True,Technology-Medical,not inherited,True,True,Ramsay Health Care
Peter Buck,551,2014,1965,Subway,founder,restaurant,new,83,male,United States,USA,0.0,North America,founder non-finance,3.0,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True,Subway
"Robert Rich, Jr.",551,2014,1945,Rich Products Corporation,relation,frozen foods,new,73,male,United States,USA,0.0,North America,inherited,3.0,Traded Sectors,True,Consumer,father,True,True,Rich Products Corporation
S. Curtis Johnson,551,2014,1886,S. C. Johnson & Son,relation,cleaning supplies,new,58,male,United States,USA,0.0,North America,inherited,3.0,Traded Sectors,True,Consumer,5th generation or longer,True,True,S. C. Johnson & Son
Samuel Tak Lee,551,2014,1958,Prudential Enterprise,relation,real estate,new,74,male,Hong Kong,HKG,0.0,East Asia,inherited,3.0,Financial,True,Real Estate,father,True,True,Prudential Enterprise
Tang Yiu,551,2014,1981,Belle Holdings,founder,footwear,new,80,male,Hong Kong,HKG,0.0,East Asia,founder non-finance,3.0,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True,Belle Holdings
Wang Yusuo,551,2014,1992,ENN Energy Group,founder,natural gas,new,49,male,China,CHN,0.0,East Asia,privatized and resources,3.0,Resource Related,True,Energy,not inherited,True,True,ENN Energy Group
Winnie Johnson-Marquart,551,2014,1886,S. C. Johnson & Son,relation,cleaning supplies,new,54,female,United States,USA,0.0,North America,inherited,3.0,Traded Sectors,True,Consumer,5th generation or longer,True,True,S. C. Johnson & Son
Anil Agarwal,580,2014,1986,Vedanta Resources,founder,metals and mining,new,60,male,India,IND,0.0,South Asia,privatized and resources,2.9,Resource Related,True,Mining and metals,not inherited,True,True,Vedanta Resources
Carlo Benetton,580,2014,1965,Benetton Group,founder,fashion,new,70,male,Italy,ITA,0.0,Europe,founder non-finance,2.9,Traded Sectors,True,Consumer,not inherited,True,True,Benetton Group
David Filo,580,2014,1994,Yahoo!,founder,software,new,47,male,United States,USA,0.0,North America,founder non-finance,2.9,New Sectors,True,Technology-Computer,not inherited,True,True,Yahoo!
"David Rockefeller, Sr.",580,2014,1870,Standard Oil,relation,oil,new,98,male,United States,USA,0.0,North America,inherited,2.9,Resource Related,True,Energy,3rd generation,True,True,Standard Oil
Do Won Chang,580,2014,1984,Forever 21,founder,fashion,new,0,male,United States,USA,0.0,North America,founder non-finance,2.9,Traded Sectors,True,Consumer,not inherited,True,True,Forever 21
Farhad Moshiri,580,2014,1999,Metalloinvest,founder,metals,new,58,male,United Kingdom,GBR,0.0,Europe,privatized and resources,2.9,Resource Related,True,Mining and metals,not inherited,True,True,Metalloinvest
Fernando Roberto Moreira Salles,580,2014,1926,Unibanco,relation,banking,new,67,male,Brazil,BRA,0.0,Latin America,inherited,2.9,Financial,True,Money Management,3rd generation,True,True,Unibanco
Gilberto Benetton,580,2014,1965,Benetton Group,founder,fashion,new,72,male,Italy,ITA,0.0,Europe,founder non-finance,2.9,Traded Sectors,True,Consumer,not inherited,True,True,Benetton Group
Giuliana Benetton,580,2014,1965,Benetton Group,founder,fashion,new,76,female,Italy,ITA,0.0,Europe,founder non-finance,2.9,Traded Sectors,True,Consumer,not inherited,True,True,Benetton Group
Herbert Louis,580,2014,1886,S. C. Johnson & Son,relation,cleaning supplies,new,85,male,United States,USA,0.0,North America,inherited,2.9,Traded Sectors,True,Consumer,5th generation or longer,True,True,S. C. Johnson & Son
Igor Olenicoff,580,2014,1973,Olen Properties,founder,real estate,new,71,male,United States,USA,0.0,North America,self-made finance,2.9,Financial,True,Real Estate,not inherited,True,True,Olen Properties
Jaime Gilinski Bacal,580,2014,1991,Gilinski Group,relation,"banking, real estate",aquired,56,male,Colombia,COL,0.0,Latin America,self-made finance,2.9,Financial,True,Money Management,not inherited,True,True,Gilinski Group
Jin Sook Chang,580,2014,1984,Forever 21,founder,fashion,new,0,female,United States,USA,0.0,North America,founder non-finance,2.9,Traded Sectors,True,Consumer,not inherited,True,True,Forever 21
Joao Moreira Salles,580,2014,1926,Unibanco,relation,banking,new,52,male,Brazil,BRA,0.0,Latin America,inherited,2.9,Financial,True,Money Management,3rd generation,True,True,Unibanco
John Arnold,580,2014,2003,Centaurus Advisors,founder,hedge funds,new,39,male,United States,USA,0.0,North America,self-made finance,2.9,Financial,True,Hedge funds,not inherited,True,True,Centaurus Advisors
John Fisher,580,2014,1969,The Gap,relation,clothing ,new,52,male,United States,USA,0.0,North America,inherited,2.9,Traded Sectors,True,Consumer,father,True,True,The Gap
Josephine Louis,580,2014,1886,S. C. Johnson & Son,relation,cleaning supplies,new,83,female,United States,USA,0.0,North America,inherited,2.9,Traded Sectors,True,Consumer,5th generation or longer,True,True,S. C. Johnson & Son
Joshua Harris,580,2014,1990,Apollo Group Management,founder,private equity,new,49,male,United States,USA,0.0,North America,self-made finance,2.9,Financial,True,Private equity/leveraged buyout,not inherited,True,True,Apollo Group Management
Luciano Benetton,580,2014,1965,Benetton Group,founder,fashion,new,78,male,Italy,ITA,0.0,Europe,founder non-finance,2.9,Traded Sectors,True,Consumer,not inherited,True,True,Benetton Group
Magdalena Martullo-Blocher,580,2014,1936,EMS-Chemie,relation and ceo,petrochemicals,aquired,45,female,Switzerland,CHE,0.0,Europe,inherited,2.9,Traded Sectors,True,Non-consumer industrial,father,True,True,EMS-Chemie
Marc Rowan,580,2014,1990,Apollo Group Management,founder,private equity,new,52,male,United States,USA,0.0,North America,self-made finance,2.9,Financial,True,Private equity/leveraged buyout,not inherited,True,True,Apollo Group Management
